Hour,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
277,1783.2,30.9,36,28.53162616015872,163.5427831639642,108,1833.2,80.9,101,78.53162616015872
278,1831.785,31.2,31,29.39597838984984,164.622694627461,110,1881.785,81.2,105,79.39597838984983
279,1904.98,29.5,31,30.83656543933502,165.3493733543012,109,1954.98,79.5,98,80.83656543933502
280,1911.469,29.3,31,31.26874155418058,161.3965465250103,116,1961.469,79.3,97,81.26874155418058
281,1847.483,29.8,36,31.26874155418058,156.2313089116346,125,1897.483,79.8,101,81.26874155418058
282,1881.081,28.6,36,94.23575934238275,153.6372784541881,127,1931.081,78.6,102,144.2357593423827
283,1786.451,28.0,37,30.69250673438651,152.300454496618,150,1836.451,78.0,105,80.69250673438651
284,1690.804,27.8,37,30.69250673438651,150.3409914130728,136,1740.804,77.8,105,80.69250673438651
285,1616.804,26.6,37,30.26033061954095,147.6606329297231,139,1666.804,76.6,98,80.26033061954095
286,1579.429,24.5,38,29.97221320964391,145.6066549149774,111,1629.429,74.5,97,79.97221320964391
287,1488.02,23.2,37,29.97221320964391,142.081277447536,108,1538.02,73.2,98,79.97221320964391
288,1482.087,20.9,35,29.82815450469539,139.0044139659667,101,1532.087,70.9,98,79.82815450469539
289,1435.777,22.5,33,29.54003709479835,136.7552133259097,98,1485.777,72.5,98,79.54003709479835
290,1388.275,22.5,30,29.97221320964391,136.6296532728853,96,1438.275,72.5,97,79.97221320964391
291,1396.112,21.9,25,28.81974357005576,136.7516248119564,96,1446.112,71.9,106,78.81974357005576
292,1425.271,21.5,31,27.95539134036465,138.4929677893793,98,1475.271,71.5,97,77.95539134036466
293,1540.078,21.7,25,28.24350875026169,142.2435759435994,99,1590.078,71.7,97,78.24350875026168
294,1690.163,22.1,30,29.39597838984984,151.7458577173422,102,1740.163,72.1,98,79.39597838984983
295,1772.835,23.8,29,56.08099603659529,162.5319851768409,106,1822.835,73.8,97,106.0809960365953
296,1693.208,25.0,27,30.11627191459243,167.3727102465045,113,1743.208,75.0,117,80.11627191459243
297,1601.857,25.1,43,26.8029217007765,167.7369570377367,142,1651.857,75.1,110,76.80292170077651
298,1588.238,25.0,40,23.77768889685761,168.2418190167031,164,1638.238,75.0,110,73.77768889685761
299,1609.058,23.7,40,60.49186515315988,169.2198324138039,180,1659.058,73.7,114,110.4918651531599
300,1598.374,22.7,38,22.48116055232095,169.3207019975791,180,1648.374,72.7,111,72.48116055232094
301,1616.705,22.4,39,22.9133366671665,171.2188424844365,157,1666.705,72.4,116,72.9133366671665
302,1657.832,21.8,39,23.63363019190909,173.5089157946301,126,1707.832,71.8,109,73.63363019190909
303,1673.33,22.0,33,23.92174760180614,164.7030417967755,123,1723.33,72.0,106,73.92174760180613
304,1697.66,23.1,41,24.06580630675465,166.3823232840877,164,1747.66,73.1,102,74.06580630675465
305,1612.53,23.3,38,24.35392371665169,161.6065516096791,129,1662.53,73.3,111,74.35392371665169
306,1585.523,23.7,39,87.46500020980238,160.1617441049085,140,1635.523,73.7,102,137.4650002098024
307,1551.433,23.5,38,24.06580630675465,158.841417308192,148,1601.433,73.5,103,74.06580630675465
308,1535.584,22.9,37,24.49798242160021,157.7834161609939,125,1585.584,72.9,104,74.49798242160021
309,1554.362,22.9,35,24.64204112654873,153.892851854949,117,1604.362,72.9,101,74.64204112654872
310,1509.278,22.3,33,24.78609983149724,151.3765654051784,110,1559.278,72.3,101,74.78609983149724
311,1506.952,21.1,26,24.93015853644576,148.7400009755259,109,1556.952,71.1,101,74.93015853644576
312,1476.024,19.8,32,25.07421724139428,143.9993229934926,97,1526.024,69.8,105,75.07421724139428
313,1533.346,19.2,28,25.07421724139428,142.0243534171886,99,1583.346,69.2,98,75.07421724139428
314,1497.781,19.3,21,25.50639335623984,141.5653075421512,95,1547.781,69.3,96,75.50639335623984
315,1485.791,19.4,30,25.93856947108539,140.5137365557668,96,1535.791,69.4,96,75.93856947108539
316,1551.815,17.8,28,26.22668688098243,142.7115413350712,95,1601.815,67.8,95,76.22668688098244
317,1628.479,17.3,29,26.37074558593095,143.4241230965503,97,1678.479,67.3,95,76.37074558593095
318,1657.169,17.3,30,26.37074558593095,147.3747430314405,96,1707.169,67.3,100,76.37074558593095
319,1715.483,19.0,24,51.61517618319122,153.2527037577187,102,1765.483,69.0,101,101.6151761831912
320,1829.893,22.4,31,26.65886299582798,157.3819433247191,124,1879.893,72.4,100,76.65886299582799
321,1819.413,24.2,33,26.51480429087947,160.0257828825821,136,1869.413,74.2,110,76.51480429087947
322,1814.249,23.7,36,26.94698040572503,159.9144213988051,212,1864.249,73.7,106,76.94698040572503
323,1838.916,23.6,35,65.24580241646099,162.9196424216562,135,1888.916,73.6,107,115.245802416461
324,1830.062,23.6,37,28.09945004531317,163.3403829066805,121,1880.062,73.6,111,78.09945004531318
325,1879.083,23.9,35,30.98062414428355,163.9434151404904,142,1929.083,73.9,123,80.98062414428355
326,2012.674,24.6,37,31.84497637397465,165.4972141368412,140,2062.674,74.6,98,81.84497637397465
327,2087.444,25.2,38,32.13309378387169,164.1983523390334,130,2137.444,75.2,97,82.13309378387169
328,2057.792,26.5,39,32.70932860366576,158.9879850822303,159,2107.792,76.5,103,82.70932860366577
329,2083.47,27.2,33,33.86179824325391,156.584947218144,156,2133.47,77.2,101,83.8617982432539
330,2003.118,26.5,41,98.12534437599275,153.3459253838029,151,2053.118,76.5,105,148.1253443759928
331,2013.071,26.0,39,35.73456140758466,150.7496616946819,168,2063.071,76.0,103,85.73456140758466
332,2035.152,26.1,41,35.73456140758466,155.2524416069614,143,2085.152,76.1,108,85.73456140758466
333,2016.845,25.9,40,36.02267881748169,154.7272472526701,157,2066.845,75.9,113,86.02267881748169
334,1971.137,25.8,40,36.74297234222428,152.3864592264455,142,2021.137,75.8,101,86.74297234222428
335,1922.33,24.8,43,37.75138327686391,152.2644206360582,126,1972.33,74.8,107,87.75138327686392
336,1945.942,24.3,42,39.19197032634909,153.9664500374618,105,1995.942,74.3,107,89.1919703263491
337,1907.19,25.1,43,39.62414644119465,151.3194102592134,109,1957.19,75.1,100,89.62414644119465
338,1882.375,24.2,38,39.04791162140057,146.4425947884207,108,1932.375,74.2,100,89.04791162140057
339,1813.119,24.3,35,38.4716768016065,149.7220418008712,105,1863.119,74.3,100,88.47167680160649
340,1905.799,25.5,35,38.18355939170947,153.8730188005064,108,1955.799,75.5,101,88.18355939170947
341,2010.028,26.8,34,37.89544198181243,159.8542171697456,126,2060.028,76.8,113,87.89544198181244
342,2064.961,27.2,41,38.4716768016065,170.2525142591389,208,2114.961,77.2,110,88.47167680160649
343,2108.249,27.3,41,64.72451833350641,177.1052980688135,165,2158.249,77.3,108,114.7245183335064
344,2156.572,28.9,43,40.7766160807828,182.0485349358389,127,2206.572,78.9,125,90.7766160807828
345,2206.112,30.3,43,41.64096831047392,182.0973613418308,139,2256.112,80.3,107,91.64096831047391
346,2208.028,29.8,39,40.7766160807828,180.5662044272237,140,2258.028,79.8,103,90.7766160807828
347,2151.711,28.4,38,76.48238140244544,178.6056128277428,124,2201.711,78.4,101,126.4823814024454
348,2134.868,27.4,38,36.02267881748169,176.2735540371907,131,2184.868,77.4,109,86.02267881748169
349,2245.554,26.9,39,34.29397435809947,173.5204457214941,142,2295.554,76.9,105,84.29397435809946
350,2192.998,27.1,37,33.28556342345983,171.5167949749038,125,2242.998,77.1,102,83.28556342345983
351,2066.399,27.3,38,32.56526989871724,170.981790348585,121,2116.399,77.3,102,82.56526989871725
352,2098.39,28.2,41,32.42121119376873,164.9911376229533,151,2148.39,78.2,103,82.42121119376873
353,2035.313,29.2,43,32.85338730861428,158.8534864242885,156,2085.313,79.2,114,82.85338730861429
354,1938.895,29.1,44,96.82881603145609,155.2557846285282,155,1988.895,79.1,114,146.8288160314561
355,1863.22,28.3,43,34.29397435809947,150.4004815154118,178,1913.22,78.3,110,84.29397435809946
356,1845.22,27.9,32,34.5820917679965,148.4469173771177,183,1895.22,77.9,109,84.5820917679965
357,1787.684,27.5,45,34.43803306304798,146.8421012693407,161,1837.684,77.5,129,84.43803306304798
358,1800.904,27.6,40,34.29397435809947,142.1227654192098,140,1850.904,77.6,104,84.29397435809946
359,1747.383,26.9,40,34.00585694820243,139.5863401368324,115,1797.383,76.9,105,84.00585694820242
360,1700.354,27.4,36,32.70932860366576,136.8799676758215,104,1750.354,77.4,100,82.70932860366577
361,1632.893,26.3,32,31.70091766902613,136.5764169441138,102,1682.893,76.3,100,81.70091766902613
362,1584.778,24.4,31,31.55685896407762,135.536591656937,101,1634.778,74.4,99,81.55685896407762
363,1594.021,23.4,29,31.12468284923206,136.1406638506199,102,1644.021,73.4,99,81.12468284923206
364,1566.15,23.0,21,30.83656543933502,135.5196299693976,103,1616.15,73.0,99,80.83656543933502
365,1546.92,22.9,32,30.40438932448946,138.8807077912244,126,1596.92,72.9,107,80.40438932448947
366,1473.484,23.4,36,29.54003709479835,141.8361232172412,185,1523.484,73.4,110,79.54003709479835
367,1528.292,23.7,37,54.06417416731604,147.2510227215558,176,1578.292,73.7,108,104.064174167316
368,1566.086,23.8,39,29.25191968490132,150.2061912054281,125,1616.086,73.8,112,79.25191968490131
369,1676.588,23.5,38,27.95539134036465,151.0103776293597,112,1726.588,73.5,110,77.95539134036466
370,1717.686,24.8,38,26.8029217007765,152.1912050688936,139,1767.686,74.8,99,76.80292170077651
371,1683.653,24.9,40,63.8052153669758,153.6966976391891,114,1733.653,74.9,99,113.8052153669758
372,1728.828,24.9,40,25.65045206118835,152.7049261577034,120,1778.828,74.9,99,75.65045206118836
373,1714.665,25.1,39,25.2182759463428,151.881456016869,116,1764.665,75.1,100,75.2182759463428
374,1728.099,24.8,36,25.36233465129132,152.8100330222207,127,1778.099,74.8,104,75.36233465129132
375,1740.488,25.0,35,25.50639335623984,154.5669437446857,125,1790.488,75.0,104,75.50639335623984
376,1758.715,24.6,34,25.65045206118835,154.8421364813696,120,1808.715,74.6,102,75.65045206118836
377,1751.946,24.1,33,25.65045206118835,149.1157814388308,127,1801.946,74.1,102,75.65045206118836
378,1723.177,23.1,37,89.04964596423608,143.4007573438448,136,1773.177,73.1,112,139.0496459642361
379,1698.793,23.1,30,26.08262817603391,140.5110704504602,148,1748.793,73.1,108,76.08262817603391
380,1698.507,24.4,42,26.08262817603391,136.1351471582775,158,1748.507,74.4,115,76.08262817603391
381,1648.997,25.0,38,26.22668688098243,135.4766070662429,146,1698.997,75.0,117,76.22668688098244
382,1625.745,25.2,40,26.37074558593095,133.9526213805096,135,1675.745,75.2,108,76.37074558593095
383,1599.456,24.3,35,26.37074558593095,131.8259812437873,126,1649.456,74.3,108,76.37074558593095
384,1529.65,23.2,35,26.22668688098243,129.1027021860482,109,1579.65,73.2,102,76.22668688098244
385,1536.019,24.3,35,26.51480429087947,132.4488541432703,115,1586.019,74.3,102,76.51480429087947
386,1495.221,23.0,33,26.51480429087947,130.6951406208611,114,1545.221,73.0,102,76.51480429087947
387,1453.408,24.3,34,26.65886299582798,131.5967578021475,112,1503.408,74.3,103,76.65886299582799
388,1472.435,28.0,32,26.94698040572503,130.7860506075155,113,1522.435,78.0,104,76.94698040572503
389,1504.934,28.5,34,27.23509781562206,131.8731393405451,139,1554.934,78.5,116,77.23509781562205
390,1511.926,29.2,41,27.37915652057058,132.6143458525545,197,1561.926,79.2,112,77.37915652057058
391,1527.539,31.4,44,52.47952841288233,132.1887034934724,177,1577.539,81.4,122,102.4795284128823
392,1539.98,33.2,46,27.09103911067354,133.9631668007512,153,1589.98,83.2,113,77.09103911067353
393,1594.647,33.0,46,26.65886299582798,135.3064797551546,135,1644.647,83.0,115,76.65886299582799
394,1612.877,31.2,47,26.22668688098243,138.6672878011453,129,1662.877,81.2,112,76.22668688098244
395,1609.526,29.8,46,63.66115666202729,142.2139309257448,121,1659.526,79.8,107,113.6611566620273
396,1622.872,29.2,46,25.65045206118835,141.3625431539361,118,1672.872,79.2,104,75.65045206118836
397,1646.463,28.6,47,25.65045206118835,141.8297146819872,125,1696.463,78.6,110,75.65045206118836
398,1695.211,29.5,46,25.79451076613688,141.9427726244698,121,1745.211,79.5,111,75.79451076613688
399,1744.566,30.1,41,26.08262817603391,143.937113023981,132,1794.566,80.1,123,76.08262817603391
400,1705.901,31.9,40,26.22668688098243,144.7781931358908,140,1755.901,81.9,111,76.22668688098244
401,1723.63,33.7,40,26.22668688098243,146.0477356281834,145,1773.63,83.7,109,76.22668688098244
402,1645.151,33.3,41,89.48182207908164,142.3259358605306,175,1695.151,83.3,120,139.4818220790816
403,1640.337816871,32.5,43,26.22668688098243,142.2817787632207,178,1690.337816871,82.5,122,76.22668688098244
404,1659.916620176,31.1,43,26.08262817603391,141.7357919770063,200,1709.916620176,81.1,110,76.08262817603391
405,1606.971086791,30.8,46,26.08262817603391,139.5945375528765,163,1656.971086791,80.8,112,76.08262817603391
406,1511.355,30.1,43,26.08262817603391,139.8813966145073,140,1561.355,80.1,116,76.08262817603391
407,1525.13,29.9,45,26.08262817603391,137.5290524449582,124,1575.13,79.9,108,76.08262817603391
408,1542.126,29.5,44,25.93856947108539,133.8359410963827,116,1592.126,79.5,109,75.93856947108539
409,1525.213,29.0,43,25.93856947108539,134.3066669482565,116,1575.213,79.0,104,75.93856947108539
410,1482.655,29.6,40,25.93856947108539,133.4632021049417,124,1532.655,79.6,110,75.93856947108539
411,1466.953,29.4,40,25.79451076613688,127.8856449269728,130,1516.953,79.4,106,75.79451076613688
412,1487.353,29.5,39,25.50639335623984,135.2587943088562,128,1537.353,79.5,107,75.50639335623984
413,1506.868,30.9,39,25.2182759463428,139.5847666659464,138,1556.868,80.9,116,75.2182759463428
414,1622.474,32.6,44,24.93015853644576,150.7778063336257,218,1672.474,82.6,116,74.93015853644576
415,1655.519,35.6,48,50.03053042875752,163.3101274198159,207,1705.519,85.6,116,100.0305304287575
416,1740.577,35.7,45,24.64204112654873,166.1142309797527,152,1790.577,85.7,123,74.64204112654872
417,1734.371,36.6,45,24.20986501170317,166.4519049115425,139,1784.371,86.6,112,74.20986501170317
418,1731.908,35.8,44,23.92174760180614,163.8711102630938,126,1781.908,85.8,107,73.92174760180613
419,1724.587,32.3,42,61.64433479274803,165.6360154354566,126,1774.587,82.3,108,111.644334792748
420,1709.877,30.6,40,23.77768889685761,165.0669214367468,116,1759.877,80.6,105,73.77768889685761
421,1747.629,28.7,42,23.63363019190909,166.6640855999977,113,1797.629,78.7,105,73.63363019190909
422,1724.348,28.7,38,23.48957148696057,165.4272095424352,113,1774.348,78.7,100,73.48957148696057
423,1708.212,28.6,38,23.63363019190909,169.7972036860713,121,1758.212,78.6,100,73.63363019190909
424,1694.618,30.5,33,23.63363019190909,163.3580155906342,121,1744.618,80.5,101,73.63363019190909
425,1689.507,31.8,36,23.63363019190909,160.2449022345352,138,1739.507,81.8,103,73.63363019190909
426,1712.194,29.4,40,86.8887653900083,154.3175741008348,136,1762.194,79.4,102,136.8887653900083
427,1661.644,27.9,42,23.77768889685761,154.683847654013,157,1711.644,77.9,118,73.77768889685761
428,1581.865,28.0,42,23.92174760180614,151.655724680263,135,1631.865,78.0,102,73.92174760180613
429,1598.385,28.4,43,24.06580630675465,148.2411099464673,157,1648.385,78.4,108,74.06580630675465
430,1638.769,29.5,46,24.35392371665169,146.2065046879397,153,1688.769,79.5,114,74.35392371665169
431,1527.757,27.6,45,24.64204112654873,144.8392622665221,141,1577.757,77.6,105,74.64204112654872
432,1403.926,27.7,40,24.78609983149724,138.6281217380217,130,1453.926,77.7,108,74.78609983149724
433,1416.116,26.2,40,24.93015853644576,138.831670928669,129,1466.116,76.2,104,74.93015853644576
434,1422.434,25.1,37,25.07421724139428,138.829168283598,128,1472.434,75.1,105,75.07421724139428
435,1446.514,23.8,36,25.2182759463428,142.1203233015432,128,1496.514,73.8,106,75.2182759463428
436,1494.906,22.5,36,25.2182759463428,144.5900690099174,125,1544.906,72.5,106,75.2182759463428
437,1535.11,23.6,38,25.36233465129132,145.881083870723,143,1585.11,73.6,112,75.36233465129132
438,1491.523,23.7,45,25.50639335623984,151.5281481344132,202,1541.523,73.7,118,75.50639335623984
439,1457.106,24.9,48,50.75082395350012,158.541127324274,207,1507.106,74.9,117,100.7508239535001
440,1502.873,27.4,50,25.65045206118835,166.0371091599655,167,1552.873,77.4,125,75.65045206118836
441,1597.679,28.4,49,25.07421724139428,166.1335188043036,141,1647.679,78.4,124,75.07421724139428
442,1607.928428,28.3,44,24.20986501170317,165.3115972468397,135,1657.928428,78.3,114,74.20986501170317
443,1600.963,28.1,45,61.35621738285099,163.4858498310019,131,1650.963,78.1,108,111.356217382851
444,1552.458,27.8,42,23.20145407706354,162.8901174921048,127,1602.458,77.8,109,73.20145407706354
445,1544.977,27.3,40,22.9133366671665,165.6271599500087,113,1594.977,77.3,104,72.9133366671665
446,1553.121,26.2,35,22.62521925726946,163.897796324488,116,1603.121,76.2,105,72.62521925726946
447,1601.143,26.2,41,22.33710184737243,163.5319642226779,123,1651.143,76.2,105,72.33710184737242
448,1595.486,27.2,47,22.19304314242391,158.0914921920703,151,1645.486,77.2,107,72.1930431424239
449,1585.439,27.6,50,22.76927796221798,154.4003107132685,168,1635.439,77.6,107,72.76927796221798
450,1494.012,27.5,50,86.60064798011126,154.4331176537297,161,1544.012,77.5,116,136.6006479801113
451,1599.222,27.6,49,24.06580630675465,151.1444045118247,172,1649.222,77.6,119,74.06580630675465
452,1573.102,27.7,46,24.06580630675465,149.2482029557296,157,1623.102,77.7,114,74.06580630675465
453,1516.36,28.1,46,23.34551278201205,144.3931125946272,164,1566.36,78.1,129,73.34551278201205
454,1440.389,27.7,46,23.05739537211502,138.9492887230903,157,1490.389,77.7,116,73.05739537211502
455,1396.579,26.4,42,22.9133366671665,137.352670393797,145,1446.579,76.4,113,72.9133366671665
456,1326.515,24.7,41,22.48116055232095,136.337557201429,135,1376.515,74.7,109,72.48116055232094
457,1300.765,25.8,41,22.33710184737243,137.0124262823673,135,1350.765,75.8,109,72.33710184737242
458,1287.937,28.8,42,22.33710184737243,135.8310672648314,136,1337.937,78.8,110,72.33710184737242
459,1262.361,30.2,39,22.19304314242391,132.7129159990313,133,1312.361,80.2,110,72.1930431424239
460,1271.395,30.3,39,22.04898443747539,133.2819981580493,132,1321.395,80.3,112,72.0489844374754
461,1323.906,31.4,39,21.90492573252687,136.8521145590865,133,1373.906,81.4,109,71.90492573252688
462,1373.937,32.6,41,21.76086702757836,145.0556275611719,150,1423.937,82.6,110,71.76086702757836
